order,prime,delta_coeffs,rho,euc_success,dh_success,rescue,best_euc_norm,best_dh_norm,alpha_coeffs,beta_coeffs,alpha_norm_sq
H713,2,"(0, -1, -1, 2)","(1/4,-1/4,1/2,0)",1,1,0,39/392,127/196,"(-2, -2, -1, 2)","(-2, 1, -2, -1)",6
H713,2,"(0, -1, 0, -2)","(-3/4,-9/28,-1/2,-1/14)",1,1,0,37/392,195/196,"(-2, -2, -1, 2)","(0, 2, 0, 1)",6
H713,2,"(0, -1, 0, -1)","(-1/2,-2/7,-1/4,-1/28)",1,1,0,39/392,191/196,"(-2, -2, -1, 2)","(-1, 2, -1, 1)",6
H713,2,"(0, -1, 0, 0)","(-1/4,-1/4,0,0)",1,1,0,37/392,183/196,"(-2, -2, -1, 2)","(-1, 1, -1, 0)",6
H713,2,"(0, -1, 0, 1)","(0,-3/14,1/4,1/28)",1,1,0,39/392,117/196,"(-2, -2, -1, 2)","(-2, 2, -2, 0)",6
H713,2,"(0, -1, 0, 2)","(1/4,-5/28,1/2,1/14)",1,1,0,37/392,141/196,"(-2, -2, -1, 2)","(-2, 1, -2, -1)",6
H713,2,"(0, -1, 1, -2)","(-3/4,-1/4,-1/2,0)",1,1,0,39/392,183/196,"(-2, -2, -1, 2)","(0, 1, 2, 1)",6
H713,2,"(0, -1, 1, -1)","(-1/2,-3/14,-1/4,1/28)",1,1,0,37/392,177/196,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
H713,2,"(0, -1, 1, 0)","(-1/4,-5/28,0,1/14)",1,1,0,39/392,153/196,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,2,"(0, -1, 1, 1)","(0,-1/7,1/4,3/28)",1,1,0,37/392,123/196,"(-2, -2, -1, 2)","(-2, 2, -2, 0)",6
H713,2,"(0, -1, 1, 2)","(1/4,-3/28,1/2,1/7)",1,1,0,39/392,179/196,"(-2, -2, -1, 2)","(-2, 1, -2, -1)",6
H713,2,"(0, -1, 2, -2)","(-3/4,-5/28,-1/2,1/14)",1,1,0,37/392,153/196,"(-2, -2, -1, 2)","(0, 1, 1, 2)",6
H713,2,"(0, -1, 2, -1)","(-1/2,-1/7,-1/4,3/28)",1,1,0,39/392,135/196,"(-2, -2, -1, 2)","(-1, 2, -2, 1)",6
H713,2,"(0, -1, 2, 0)","(-1/4,-3/28,0,1/7)",1,1,0,37/392,191/196,"(-2, -2, -1, 2)","(-1, 1, -2, 0)",6
H713,2,"(0, -1, 2, 1)","(0,-1/14,1/4,5/28)",1,1,0,39/392,153/196,"(-2, -2, -1, 2)","(-2, 2, -2, 0)",6
H713,2,"(0, -1, 2, 2)","(1/4,-1/28,1/2,3/14)",1,1,0,37/392,177/196,"(-2, -2, -1, 2)","(-2, 1, -2, 0)",6
H713,2,"(0, 0, -2, -2)","(-1/2,-3/14,-1/2,-3/14)",1,1,0,0,97/98,"(-2, -2, -1, 2)","(0, 1, 1, 1)",6
H713,2,"(0, 0, -2, -1)","(-1/4,-5/28,-1/4,-5/28)",1,1,0,25/196,45/49,"(-2, -2, -1, 2)","(-1, 1, 1, 1)",6
H713,2,"(0, 0, -2, 0)","(0,-1/7,0,-1/7)",1,1,0,0,41/49,"(-2, -2, -1, 2)","(-1, 0, -1, 1)",6
H713,2,"(0, 0, -2, 1)","(1/4,-3/28,1/4,-3/28)",1,1,0,25/196,39/49,"(-2, -2, -1, 2)","(-2, 1, -2, 0)",6
H713,2,"(0, 0, -2, 2)","(1/2,-1/14,1/2,-1/14)",1,1,0,0,43/49,"(-2, -2, -1, 2)","(-2, 0, -2, -1)",6
H713,2,"(0, 0, -1, -2)","(-1/2,-1/7,-1/2,-1/7)",1,1,0,1/98,41/49,"(-2, -2, -1, 2)","(0, 0, 2, 2)",6
H713,2,"(0, 0, -1, -1)","(-1/4,-3/28,-1/4,-3/28)",1,1,0,25/196,47/49,"(-2, -2, -1, 2)","(-1, 1, -1, 1)",6
H713,2,"(0, 0, -1, 0)","(0,-1/14,0,-1/14)",1,1,0,1/98,38/49,"(-2, -2, -1, 2)","(-1, 0, -2, 1)",6
H713,2,"(0, 0, -1, 1)","(1/4,-1/28,1/4,-1/28)",1,1,0,25/196,39/49,"(-2, -2, -1, 2)","(-2, 1, -2, 0)",6
H713,2,"(0, 0, -1, 2)","(1/2,0,1/2,0)",1,1,0,1/98,29/49,"(-2, -2, -1, 2)","(-2, 0, -2, 0)",6
H713,2,"(0, 0, 0, -2)","(-1/2,-1/14,-1/2,-1/14)",1,1,0,0,38/49,"(-2, -2, -1, 2)","(0, 0, 1, 2)",6
H713,2,"(0, 0, 0, -1)","(-1/4,-1/28,-1/4,-1/28)",1,1,0,25/196,45/49,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,2,"(0, 0, 0, 1)","(1/4,1/28,1/4,1/28)",1,1,0,25/196,45/49,"(-2, -2, -1, 2)","(-2, 1, -2, 0)",6
H713,2,"(0, 0, 0, 2)","(1/2,1/14,1/2,1/14)",1,1,0,0,38/49,"(-2, -2, -1, 2)","(-2, 0, -2, 0)",6
H713,2,"(0, 0, 1, -2)","(-1/2,0,-1/2,0)",1,1,0,1/98,37/49,"(-2, -2, -1, 2)","(0, 0, 0, 2)",6
H713,2,"(0, 0, 1, -1)","(-1/4,1/28,-1/4,1/28)",1,1,0,25/196,39/49,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,2,"(0, 0, 1, 0)","(0,1/14,0,1/14)",1,1,0,1/98,26/49,"(-2, -2, -1, 2)","(-1, 0, -2, 1)",6
H713,2,"(0, 0, 1, 1)","(1/4,3/28,1/4,3/28)",1,1,0,25/196,39/49,"(-2, -2, -1, 2)","(-1, -1, -2, 1)",6
H713,2,"(0, 0, 1, 2)","(1/2,1/7,1/2,1/7)",1,1,0,1/98,79/98,"(-2, -2, -1, 2)","(-1, -1, -2, -1)",6
H713,2,"(0, 0, 2, -2)","(-1/2,1/14,-1/2,1/14)",1,1,0,0,43/49,"(-2, -2, -1, 2)","(-1, 2, -2, 2)",6
H713,2,"(0, 0, 2, -1)","(-1/4,3/28,-1/4,3/28)",1,1,0,25/196,39/49,"(-2, -2, -1, 2)","(-1, 1, -2, 1)",6
H713,2,"(0, 0, 2, 0)","(0,1/7,0,1/7)",1,1,0,0,29/49,"(-2, -2, -1, 2)","(-1, 0, -2, 1)",6
H713,2,"(0, 0, 2, 1)","(1/4,5/28,1/4,5/28)",1,1,0,25/196,45/49,"(-2, -2, -1, 2)","(-1, -1, -2, 1)",6
H713,2,"(0, 0, 2, 2)","(1/2,3/14,1/2,3/14)",1,1,0,0,85/98,"(-2, -2, -1, 2)","(-1, -1, -2, 0)",6
H713,2,"(0, 1, -2, -2)","(-1/4,1/28,-1/2,-3/14)",1,1,0,37/392,177/196,"(-2, -2, -1, 2)","(0, -1, 1, 2)",6
H713,2,"(0, 1, -2, -1)","(0,1/14,-1/4,-5/28)",1,1,0,39/392,187/196,"(-2, -2, -1, 2)","(-1, 0, -1, 2)",6
H713,2,"(0, 1, -2, 0)","(1/4,3/28,0,-1/7)",1,1,0,37/392,135/196,"(-2, -2, -1, 2)","(-1, -1, -2, 1)",6
H713,2,"(0, 1, -2, 1)","(1/2,1/7,1/4,-3/28)",1,1,0,39/392,193/196,"(-2, -2, -1, 2)","(-2, 0, -2, 1)",6
H713,2,"(0, 1, -2, 2)","(3/4,5/28,1/2,-1/14)",1,1,0,37/392,153/196,"(-2, -2, -1, 2)","(-2, -1, -2, 0)",6
H713,2,"(0, 1, -1, -2)","(-1/4,3/28,-1/2,-1/7)",1,1,0,39/392,171/196,"(-2, -2, -1, 2)","(0, -1, 0, 2)",6
H713,2,"(0, 1, -1, -1)","(0,1/7,-1/4,-3/28)",1,1,0,37/392,157/196,"(-2, -2, -1, 2)","(-1, 0, -2, 2)",6
H713,2,"(0, 1, -1, 0)","(1/4,5/28,0,-1/14)",1,1,0,39/392,117/196,"(-2, -2, -1, 2)","(-1, -1, -2, 1)",6
H713,2,"(0, 1, -1, 1)","(1/2,3/14,1/4,-1/28)",1,1,0,37/392,117/196,"(-2, -2, -1, 2)","(-1, -2, -2, 1)",6
H713,2,"(0, 1, -1, 2)","(3/4,1/4,1/2,0)",1,1,0,39/392,155/196,"(-2, -2, -1, 2)","(-1, -2, -2, -1)",6
H713,2,"(0, 1, 0, -2)","(-1/4,5/28,-1/2,-1/14)",1,1,0,37/392,173/196,"(-2, -2, -1, 2)","(0, -1, -1, 2)",6
H713,2,"(0, 1, 0, -1)","(0,3/14,-1/4,-1/28)",1,1,0,39/392,131/196,"(-2, -2, -1, 2)","(-1, 0, -2, 2)",6
H713,2,"(0, 1, 0, 0)","(1/4,1/4,0,0)",1,1,0,37/392,123/196,"(-2, -2, -1, 2)","(-1, -1, -2, 1)",6
H713,2,"(0, 1, 0, 1)","(1/2,2/7,1/4,1/28)",1,1,0,39/392,135/196,"(-2, -2, -1, 2)","(-1, -2, -2, 1)",6
H713,2,"(0, 1, 0, 2)","(3/4,9/28,1/2,1/14)",1,1,0,37/392,117/196,"(-2, -2, -1, 2)","(-1, -2, -2, 0)",6
H713,2,"(0, 1, 1, -2)","(-1/4,1/4,-1/2,0)",1,1,0,39/392,183/196,"(-2, -2, -1, 2)","(0, -1, -2, 2)",6
H713,2,"(0, 1, 1, -1)","(0,2/7,-1/4,1/28)",1,1,0,37/392,129/196,"(-2, -2, -1, 2)","(-1, 0, -2, 2)",6
H713,2,"(0, 1, 1, 0)","(1/4,9/28,0,1/14)",1,1,0,39/392,153/196,"(-2, -2, -1, 2)","(-1, -1, -2, 1)",6
H713,2,"(0, 1, 1, 1)","(1/2,5/14,1/4,3/28)",1,1,0,37/392,177/196,"(-2, -2, -1, 2)","(-1, -2, -2, 1)",6
H713,2,"(0, 1, 1, 2)","(3/4,11/28,1/2,1/7)",1,1,0,39/392,191/196,"(-2, -2, -1, 2)","(-1, -2, -2, 0)",6
H713,2,"(0, 1, 2, -2)","(-1/4,9/28,-1/2,1/14)",1,1,0,37/392,165/196,"(-2, -2, -1, 2)","(0, -1, -2, 2)",6
H713,2,"(0, 1, 2, -1)","(0,5/14,-1/4,3/28)",1,1,0,39/392,151/196,"(-2, -2, -1, 2)","(-1, 0, -2, 2)",6
H713,2,"(0, 1, 2, 0)","(1/4,11/28,0,1/7)",1,1,0,37/392,171/196,"(-2, -2, -1, 2)","(-1, -1, -2, 2)",6
H713,2,"(0, 1, 2, 1)","(1/2,3/7,1/4,5/28)",1,1,0,39/392,125/196,"(-2, -2, -1, 2)","(0, -2, -2, 0)",6
H713,2,"(0, 2, -2, -2)","(0,2/7,-1/2,-3/14)",1,1,0,0,45/49,"(-2, -2, -1, 2)","(0, -2, 0, 2)",6
H713,2,"(0, 2, -2, -1)","(1/4,9/28,-1/4,-5/28)",1,1,0,25/196,43/49,"(-2, -2, -1, 2)","(-1, -1, -2, 2)",6
H713,2,"(0, 2, -2, 0)","(1/2,5/14,0,-1/7)",1,1,0,0,39/49,"(-2, -2, -1, 2)","(-1, -2, -2, 1)",6
H713,2,"(0, 2, -2, 1)","(3/4,11/28,1/4,-3/28)",1,1,0,25/196,57/98,"(-2, -2, -1, 2)","(-1, -2, -2, 0)",6
H713,2,"(0, 2, -1, -2)","(0,5/14,-1/2,-1/7)",1,1,0,1/98,47/49,"(-2, -2, -1, 2)","(0, -2, -1, 2)",6
H713,2,"(0, 2, -1, -1)","(1/4,11/28,-1/4,-3/28)",1,1,0,25/196,41/49,"(-2, -2, -1, 2)","(-1, -1, -2, 2)",6
H713,2,"(0, 2, -1, 0)","(1/2,3/7,0,-1/14)",1,1,0,1/98,45/49,"(-2, -2, -1, 2)","(-1, -2, -2, 1)",6
H713,2,"(0, 2, -1, 1)","(3/4,13/28,1/4,-1/28)",1,1,0,25/196,85/98,"(-2, -2, -1, 2)","(-1, -2, -2, 0)",6
H713,2,"(0, 2, 0, -2)","(0,3/7,-1/2,-1/14)",1,1,0,0,45/49,"(-2, -2, -1, 2)","(0, -2, -1, 2)",6
H713,2,"(0, 2, 0, -1)","(1/4,13/28,-1/4,-1/28)",1,1,0,25/196,45/49,"(-2, -2, -1, 2)","(-1, -1, -2, 2)",6
H713,2,"(0, 2, 0, 0)","(1/2,1/2,0,0)",1,1,0,0,37/49,"(-2, -2, -1, 2)","(-1, -2, -2, 2)",6
H713,2,"(0, 2, 0, 1)","(3/4,15/28,1/4,1/28)",1,1,0,25/196,85/98,"(-2, -2, -1, 2)","(-1, -2, -2, 1)",6
H713,2,"(0, 2, 1, -2)","(0,1/2,-1/2,0)",1,1,0,1/98,39/98,"(-2, -2, -1, 2)","(0, -1, -2, 2)",6
H713,2,"(0, 2, 1, -1)","(1/4,15/28,-1/4,1/28)",1,1,0,25/196,71/98,"(-2, -2, -1, 2)","(0, -2, -2, 1)",6
H713,2,"(0, 2, 1, 0)","(1/2,4/7,0,1/14)",1,1,0,1/98,45/49,"(-2, -2, -1, 2)","(0, -2, -2, 0)",6
H713,2,"(0, 2, 2, -2)","(0,4/7,-1/2,1/14)",1,1,0,0,51/98,"(-2, -2, -1, 2)","(0, -1, -2, 2)",6
H713,2,"(0, 2, 2, -1)","(1/4,17/28,-1/4,3/28)",1,1,0,25/196,37/98,"(-2, -2, -1, 2)","(0, -2, -2, 2)",6
H713,2,"(0, 2, 2, 0)","(1/2,9/14,0,1/7)",1,1,0,0,36/49,"(-2, -2, -1, 2)","(0, -2, -2, 1)",6
H713,2,"(1, -2, -2, -1)","(-1/4,-19/28,-1/4,-5/28)",1,1,0,25/196,4131/4802,"(-2, -2, 1, 2)","(-1, 2, 2, 0)",5
H713,2,"(1, -2, -2, 0)","(0,-9/14,0,-1/7)",1,1,0,25/196,93/98,"(-2, -2, -1, 2)","(-2, 1, 2, 1)",6
H713,2,"(1, -2, -2, 1)","(1/4,-17/28,1/4,-3/28)",1,1,0,25/196,93/98,"(-2, -2, -1, 2)","(-2, 0, 2, 0)",6
H713,2,"(1, -2, -2, 2)","(1/2,-4/7,1/2,-1/14)",1,1,0,25/196,97/98,"(-2, -2, -1, 2)","(-2, 0, -1, -1)",6
H713,2,"(1, -2, -1, -2)","(-1/2,-9/14,-1/2,-1/7)",1,1,0,25/196,4393/4802,"(-2, -2, 1, 2)","(0, 2, 2, 0)",5
H713,2,"(1, -2, -1, -1)","(-1/4,-17/28,-1/4,-3/28)",1,1,0,25/196,89/98,"(-2, -2, -1, 2)","(-1, 1, 2, 1)",6
H713,2,"(1, -2, -1, 0)","(0,-4/7,0,-1/14)",1,1,0,25/196,87/98,"(-2, -2, -1, 2)","(-2, 1, 1, 1)",6
H713,2,"(1, -2, -1, 1)","(1/4,-15/28,1/4,-1/28)",1,1,0,25/196,83/98,"(-2, -2, -1, 2)","(-2, 0, 2, 0)",6
H713,2,"(1, -2, -1, 2)","(1/2,-1/2,1/2,0)",1,1,0,25/196,93/98,"(-2, -2, -1, 2)","(-2, 0, -2, 0)",6
H713,2,"(1, -2, 0, -2)","(-1/2,-4/7,-1/2,-1/14)",1,1,0,25/196,95/98,"(-2, -2, -1, 2)","(-1, 2, 2, 1)",6
H713,2,"(1, -2, 0, -1)","(-1/4,-15/28,-1/4,-1/28)",1,1,0,25/196,97/98,"(-2, -2, -1, 2)","(-2, 2, 1, 2)",6
H713,2,"(1, -2, 0, 1)","(1/4,-13/28,1/4,1/28)",1,1,0,25/196,97/98,"(-2, -2, -1, 2)","(-2, 0, 1, 0)",6
H713,2,"(1, -2, 0, 2)","(1/2,-3/7,1/2,1/14)",1,1,0,25/196,95/98,"(-2, -2, -1, 2)","(-2, 0, -2, -1)",6
H713,2,"(1, -2, 1, -2)","(-1/2,-1/2,-1/2,0)",1,1,0,25/196,93/98,"(-2, -2, -1, 2)","(-1, 2, 1, 1)",6
H713,2,"(1, -2, 1, -1)","(-1/4,-13/28,-1/4,1/28)",1,1,0,25/196,83/98,"(-2, -2, -1, 2)","(-2, 2, 0, 2)",6
H713,2,"(1, -2, 1, 0)","(0,-3/7,0,1/14)",1,1,0,25/196,87/98,"(-2, -2, -1, 2)","(-2, 1, -1, 1)",6
H713,2,"(1, -2, 1, 1)","(1/4,-11/28,1/4,3/28)",1,1,0,25/196,87/98,"(-2, -2, -1, 2)","(-2, 0, 0, 1)",6
H713,2,"(1, -2, 1, 2)","(1/2,-5/14,1/2,1/7)",1,1,0,25/196,93/98,"(-2, -2, -1, 2)","(-2, 0, -2, -1)",6
H713,2,"(1, -2, 2, -2)","(-1/2,-3/7,-1/2,1/14)",1,1,0,25/196,87/98,"(-2, -2, -1, 2)","(-1, 1, 2, 2)",6
H713,2,"(1, -2, 2, -1)","(-1/4,-11/28,-1/4,3/28)",1,1,0,25/196,93/98,"(-2, -2, -1, 2)","(-2, 2, -2, 2)",6
H713,2,"(1, -2, 2, 0)","(0,-5/14,0,1/7)",1,1,0,25/196,93/98,"(-2, -2, -1, 2)","(-2, 1, -2, 1)",6
H713,2,"(1, -2, 2, 1)","(1/4,-9/28,1/4,5/28)",1,1,0,25/196,95/98,"(-2, -2, -1, 2)","(-2, 0, -1, 1)",6
H713,2,"(1, -2, 2, 2)","(1/2,-2/7,1/2,3/14)",1,1,0,25/196,57/98,"(-2, -2, -1, 2)","(-2, 0, -2, 0)",6
H713,2,"(1, -1, -2, -2)","(-1/4,-13/28,-1/2,-3/14)",1,1,0,37/392,8775/9604,"(-2, -2, 1, 2)","(-1, 1, 2, 2)",5
H713,2,"(1, -1, -2, -1)","(0,-3/7,-1/4,-5/28)",1,1,0,37/392,195/196,"(-2, -2, -1, 2)","(-2, 1, 2, 2)",6
H713,2,"(1, -1, -2, 0)","(1/4,-11/28,0,-1/7)",1,1,0,37/392,195/196,"(-2, -2, -1, 2)","(-2, 0, 0, 1)",6
H713,2,"(1, -1, -2, 1)","(1/2,-5/14,1/4,-3/28)",1,1,0,37/392,171/196,"(-2, -2, -1, 2)","(-2, -1, 0, 1)",6
H713,2,"(1, -1, -2, 2)","(3/4,-9/28,1/2,-1/14)",1,1,0,37/392,187/196,"(-2, -2, -1, 2)","(-2, -2, 2, 0)",6
H713,2,"(1, -1, -1, -2)","(-1/4,-11/28,-1/2,-1/7)",1,1,0,39/392,191/196,"(-2, -2, -1, 2)","(-1, 1, 1, 2)",6
H713,2,"(1, -1, -1, -1)","(0,-5/14,-1/4,-3/28)",1,1,0,39/392,193/196,"(-2, -2, -1, 2)","(-2, 1, 0, 2)",6
H713,2,"(1, -1, -1, 0)","(1/4,-9/28,0,-1/14)",1,1,0,39/392,153/196,"(-2, -2, -1, 2)","(-2, 0, 0, 1)",6
H713,2,"(1, -1, -1, 1)","(1/2,-2/7,1/4,-1/28)",1,1,0,39/392,177/196,"(-2, -2, -1, 2)","(-2, -1, -1, 1)",6
H713,2,"(1, -1, -1, 2)","(3/4,-1/4,1/2,0)",1,1,0,39/392,81/196,"(-2, -2, -1, 2)","(-2, -1, -2, 0)",6
H713,2,"(1, -1, 0, -2)","(-1/4,-9/28,-1/2,-1/14)",1,1,0,37/392,165/196,"(-2, -2, -1, 2)","(-1, 1, 0, 2)",6
H713,2,"(1, -1, 0, -1)","(0,-2/7,-1/4,-1/28)",1,1,0,37/392,171/196,"(-2, -2, -1, 2)","(-2, 1, -1, 2)",6
H713,2,"(1, -1, 0, 0)","(1/4,-1/4,0,0)",1,1,0,37/392,183/196,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,2,"(1, -1, 0, 1)","(1/2,-3/14,1/4,1/28)",1,1,0,37/392,191/196,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,2,"(1, -1, 0, 2)","(3/4,-5/28,1/2,1/14)",1,1,0,37/392,75/196,"(-2, -2, -1, 2)","(-2, -1, -2, 0)",6
H713,2,"(1, -1, 1, -2)","(-1/4,-1/4,-1/2,0)",1,1,0,39/392,163/196,"(-2, -2, -1, 2)","(-1, 0, 2, 2)",6
H713,2,"(1, -1, 1, -1)","(0,-3/14,-1/4,1/28)",1,1,0,39/392,157/196,"(-2, -2, -1, 2)","(-2, 1, -2, 2)",6
H713,2,"(1, -1, 1, 0)","(1/4,-5/28,0,1/14)",1,1,0,39/392,181/196,"(-2, -2, -1, 2)","(-2, 0, -2, 1)",6
H713,2,"(1, -1, 1, 1)","(1/2,-1/7,1/4,3/28)",1,1,0,39/392,177/196,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,2,"(1, -1, 1, 2)","(3/4,-3/28,1/2,1/7)",1,1,0,39/392,93/196,"(-2, -2, -1, 2)","(-2, -1, -2, 0)",6
H713,2,"(1, -1, 2, -2)","(-1/4,-5/28,-1/2,1/14)",1,1,0,37/392,181/196,"(-2, -2, -1, 2)","(-1, 0, 1, 2)",6
H713,2,"(1, -1, 2, -1)","(0,-1/7,-1/4,3/28)",1,1,0,37/392,123/196,"(-2, -2, -1, 2)","(-2, 1, -2, 2)",6
H713,2,"(1, -1, 2, 0)","(1/4,-3/28,0,1/7)",1,1,0,37/392,179/196,"(-2, -2, -1, 2)","(-2, 0, -2, 1)",6
H713,2,"(1, -1, 2, 1)","(1/2,-1/14,1/4,5/28)",1,1,0,37/392,187/196,"(-2, -2, -1, 2)","(-2, -1, -2, 1)",6
H713,2,"(1, -1, 2, 2)","(3/4,-1/28,1/2,3/14)",1,1,0,37/392,135/196,"(-2, -2, -1, 2)","(-2, -1, -2, 0)",6
H713,2,"(1, 0, -2, -2)","(0,-3/14,-1/2,-3/14)",1,1,0,25/196,85/98,"(-2, -2, -1, 2)","(-1, 0, 1, 2)",6
H713,2,"(1, 0, -2, -1)","(1/4,-5/28,-1/4,-5/28)",1,1,0,25/196,95/98,"(-2, -2, -1, 2)","(-2, 0, 0, 2)",6
H713,2,"(1, 0, -2, 0)","(1/2,-1/7,0,-1/7)",1,1,0,25/196,93/98,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,2,"(1, 0, -2, 1)","(3/4,-3/28,1/4,-3/28)",1,1,0,25/196,93/98,"(-2, -2, -1, 2)","(-2, -2, -2, 1)",6
H713,2,"(1, 0, -1, -2)","(0,-1/7,-1/2,-1/7)",1,1,0,25/196,75/98,"(-2, -2, -1, 2)","(-1, 0, 0, 2)",6
H713,2,"(1, 0, -1, -1)","(1/4,-3/28,-1/4,-3/28)",1,1,0,25/196,87/98,"(-2, -2, -1, 2)","(-2, 0, -1, 2)",6
H713,2,"(1, 0, -1, 0)","(1/2,-1/14,0,-1/14)",1,1,0,25/196,67/98,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,2,"(1, 0, -1, 1)","(3/4,-1/28,1/4,-1/28)",1,1,0,25/196,83/98,"(-2, -2, -1, 2)","(-2, -2, -2, 1)",6
H713,2,"(1, 0, 0, -2)","(0,-1/14,-1/2,-1/14)",1,1,0,25/196,95/98,"(-2, -2, -1, 2)","(-1, -1, 2, 2)",6
H713,2,"(1, 0, 0, -1)","(1/4,-1/28,-1/4,-1/28)",1,1,0,25/196,83/98,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,2,"(1, 0, 0, 0)","(1/2,0,0,0)",1,1,0,25/196,53/98,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,2,"(1, 0, 0, 1)","(3/4,1/28,1/4,1/28)",1,1,0,25/196,85/98,"(-2, -2, -1, 2)","(-2, -2, -2, 1)",6
H713,2,"(1, 0, 1, -2)","(0,0,-1/2,0)",1,1,0,25/196,67/98,"(-2, -2, -1, 2)","(-1, 0, -2, 2)",6
H713,2,"(1, 0, 1, -1)","(1/4,1/28,-1/4,1/28)",1,1,0,25/196,75/98,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,2,"(1, 0, 1, 0)","(1/2,1/14,0,1/14)",1,1,0,25/196,51/98,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,2,"(1, 0, 1, 1)","(3/4,3/28,1/4,3/28)",1,1,0,25/196,79/98,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,2,"(1, 0, 2, -2)","(0,1/14,-1/2,1/14)",1,1,0,25/196,51/98,"(-2, -2, -1, 2)","(-1, 0, -2, 2)",6
H713,2,"(1, 0, 2, -1)","(1/4,3/28,-1/4,3/28)",1,1,0,25/196,79/98,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,2,"(1, 0, 2, 0)","(1/2,1/7,0,1/7)",1,1,0,25/196,61/98,"(-2, -2, -1, 2)","(-2, -1, -2, 2)",6
H713,2,"(1, 0, 2, 1)","(3/4,5/28,1/4,5/28)",1,1,0,25/196,95/98,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,2,"(1, 1, -2, -2)","(1/4,1/28,-1/2,-3/14)",1,1,0,37/392,173/196,"(-2, -2, -1, 2)","(-1, -1, 0, 2)",6
H713,2,"(1, 1, -2, -1)","(1/2,1/14,-1/4,-5/28)",1,1,0,37/392,137/196,"(-2, -2, -1, 2)","(-1, -2, -2, 2)",6
H713,2,"(1, 1, -2, 0)","(3/4,3/28,0,-1/7)",1,1,0,37/392,123/196,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,2,"(1, 1, -1, -2)","(1/4,3/28,-1/2,-1/7)",1,1,0,39/392,167/196,"(-2, -2, -1, 2)","(-1, -1, -1, 2)",6
H713,2,"(1, 1, -1, -1)","(1/2,1/7,-1/4,-3/28)",1,1,0,39/392,185/196,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,2,"(1, 1, -1, 0)","(3/4,5/28,0,-1/14)",1,1,0,39/392,113/196,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,2,"(1, 1, 0, -2)","(1/4,5/28,-1/2,-1/14)",1,1,0,37/392,169/196,"(-2, -2, -1, 2)","(-1, -1, -2, 2)",6
H713,2,"(1, 1, 0, -1)","(1/2,3/14,-1/4,-1/28)",1,1,0,37/392,187/196,"(-2, -2, -1, 2)","(-2, 0, -2, 2)",6
H713,2,"(1, 1, 0, 0)","(3/4,1/4,0,0)",1,1,0,37/392,127/196,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,2,"(1, 1, 1, -2)","(1/4,1/4,-1/2,0)",1,1,0,39/392,155/196,"(-2, -2, -1, 2)","(-1, -1, -2, 2)",6
H713,2,"(1, 1, 1, -1)","(1/2,2/7,-1/4,1/28)",1,1,0,39/392,59/196,"(-2, -2, -1, 2)","(-1, -2, -2, 2)",6
H713,2,"(1, 1, 1, 0)","(3/4,9/28,0,1/14)",1,1,0,39/392,165/196,"(-2, -2, -1, 2)","(-2, -2, -2, 2)",6
H713,2,"(1, 1, 2, -2)","(1/4,9/28,-1/2,1/14)",1,1,0,37/392,165/196,"(-2, -2, -1, 2)","(-1, -1, -2, 2)",6
H713,2,"(1, 1, 2, -1)","(1/2,5/14,-1/4,3/28)",1,1,0,37/392,81/196,"(-2, -2, -1, 2)","(-1, -2, -2, 2)",6
H713,2,"(1, 1, 2, 0)","(3/4,11/28,0,1/7)",1,1,0,37/392,109/196,"(-2, -2, -1, 2)","(-1, -2, -2, 1)",6
H713,2,"(1, 2, -2, -2)","(1/2,2/7,-1/2,-3/14)",1,1,0,25/196,75/98,"(-2, -2, -1, 2)","(0, -2, -2, 2)",6
H713,2,"(1, 2, -2, -1)","(3/4,9/28,-1/4,-5/28)",1,1,0,25/196,37/98,"(-2, -2, -1, 2)","(-1, -2, -2, 2)",6
H713,2,"(1, 2, -1, -2)","(1/2,5/14,-1/2,-1/7)",1,1,0,25/196,51/98,"(-2, -2, -1, 2)","(0, -2, -2, 2)",6
H713,2,"(1, 2, -1, -1)","(3/4,11/28,-1/4,-3/28)",1,1,0,25/196,33/98,"(-2, -2, -1, 2)","(-1, -2, -2, 2)",6
